@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
50,3,7,5,0,0,?
51,8,3,10,2,1,?
72,12,6,27,0,0,?
46,2,5,2,0,0,?
47,8,2,13,0,0,?
38,3,3,4,0,0,?
22,2,1,2,0,0,?
18,2,1,4,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
25,4,2,8,0,0,?
18,2,1,4,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
25,4,2,8,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
18,2,1,2,0,0,?
22,2,1,2,0,0,?
22,2,1,2,0,0,?
409,65,35,120,0,0,?
22,2,1,2,0,0,?
30,3,2,4,0,0,?
28,3,2,2,0,0,?
30,2,3,4,0,0,?
40,9,2,6,2,0,?
57,8,4,15,0,0,?
91,15,9,16,0,0,?
78,6,12,6,0,0,?
119,5,7,65,0,0,?
126,22,16,22,0,0,?
24,1,2,4,0,0,?
44,5,3,7,1,0,?
62,16,6,46,0,0,?
50,1,8,5,0,0,?
31,3,3,12,0,0,?
44,5,3,7,1,0,?
54,8,3,11,2,1,?
92,6,10,43,0,0,?
89,14,7,35,0,0,?
49,8,2,22,0,0,?
30,3,1,3,0,0,?
31,3,1,6,0,0,?
53,6,6,10,0,0,?
62,8,3,14,2,3,?
29,2,3,3,0,0,?
27,4,1,7,0,0,?
48,5,2,14,0,0,?
99,4,12,10,0,0,?
25,4,1,4,0,0,?
55,10,3,10,2,1,?
73,14,6,23,0,0,?
33,3,2,3,0,0,?
16,2,1,3,0,0,?
38,2,4,2,0,0,?
285,61,28,109,0,0,?
36,7,1,10,2,1,?
77,8,3,81,0,0,?
68,9,6,8,0,0,?
30,3,2,2,0,0,?
25,4,1,3,0,0,?
18,2,1,2,0,0,?
18,2,1,2,0,0,?
18,2,1,3,0,0,?
18,2,1,2,0,0,?
18,2,1,2,0,0,?
29,7,2,6,0,0,?
18,2,1,2,0,0,?
18,2,1,3,0,0,?
58,11,7,14,0,0,?
29,3,1,5,0,0,?
201,28,13,49,2,0,?
57,6,2,13,0,0,?
54,12,4,10,0,0,?
10,0,1,1,0,0,?
22,4,1,4,0,0,?
28,4,1,5,0,0,?
78,4,7,28,0,0,?
424,72,53,163,0,0,?
16,2,1,4,0,0,?
82,0,18,54,0,0,?
20,2,1,8,0,0,?
28,0,2,8,0,0,?
60,6,5,7,1,1,?
73,7,3,27,0,0,?
38,8,1,9,2,1,?
78,15,7,31,0,0,?
136,6,22,16,0,0,?
39,5,3,7,0,0,?
40,2,2,26,0,0,?
30,1,3,1,0,0,?
128,11,15,22,0,0,?
21,1,1,2,0,0,?
58,3,2,4,0,0,?
21,1,1,2,0,0,?
21,1,1,2,0,0,?
21,1,1,2,0,0,?
21,1,1,2,0,0,?
88,18,6,23,0,0,?
21,1,1,2,0,0,?
56,5,4,8,0,0,?
21,1,1,2,0,0,?
21,1,1,2,0,0,?
56,5,4,8,0,0,?
21,1,1,2,0,0,?
83,8,6,15,0,0,?
40,2,1,3,0,0,?
21,1,1,2,0,0,?
21,1,1,2,0,0,?
34,7,1,11,1,0,?
106,28,14,42,0,0,?
581,78,32,206,0,0,?
62,0,13,39,0,0,?
22,3,1,2,0,0,?
39,8,1,16,3,0,?
41,8,1,19,3,0,?
39,8,1,16,3,0,?
56,8,3,21,2,1,?
60,6,5,7,1,1,?
155,26,6,73,3,0,?
30,5,1,10,0,0,?
79,17,8,49,1,0,?
26,3,1,4,0,0,?
126,22,16,22,0,0,?
82,20,6,44,1,2,?
108,3,3,3,0,0,?
174,19,27,16,0,0,?
35,1,1,18,0,0,?
18,0,2,6,0,0,?
25,4,1,3,0,0,?
41,4,4,8,0,0,?
41,4,4,8,0,0,?
41,4,4,8,0,0,?
61,11,5,14,0,0,?
61,11,5,14,0,0,?
32,1,4,2,0,0,?
50,9,3,20,0,0,?
54,8,5,12,0,0,?
18,3,1,3,0,0,?
60,6,7,12,0,0,?
49,8,4,10,0,0,?
32,4,2,6,0,0,?
87,17,6,27,0,0,?
13,0,1,1,0,0,?
33,3,3,5,0,0,?
42,9,2,10,0,0,?
12,0,1,1,0,0,?
40,8,2,32,1,0,?
30,4,1,5,0,0,?
46,5,4,8,0,0,?
35,0,1,44,0,0,?
83,10,11,10,0,0,?
45,5,5,10,0,0,?
61,6,7,9,0,0,?
53,9,4,15,0,0,?
53,9,4,15,0,0,?
37,7,1,5,2,0,?
233,22,37,22,0,0,?
61,6,7,9,0,0,?
76,17,3,13,6,0,?
26,6,1,9,1,0,?
40,3,5,2,0,0,?
27,3,1,8,0,0,?
45,5,5,11,0,0,?
38,7,2,8,0,0,?
20,3,1,5,0,0,?
20,3,1,5,0,0,?
99,5,6,49,0,2,?
107,13,3,35,0,0,?
54,2,4,0,0,0,?
52,2,4,0,0,0,?
36,1,2,0,0,0,?
44,0,2,0,0,0,?
53,2,2,8,0,0,?
115,9,4,73,0,2,?
16,2,1,2,0,0,?
49,2,3,2,0,0,?
66,9,7,15,0,0,?
54,6,5,8,0,0,?
232,32,15,52,1,4,?
243,39,21,84,0,4,?
20,6,1,3,0,0,?
146,27,13,71,0,0,?
19,3,1,9,0,0,?
185,17,14,129,0,0,?
191,18,15,130,0,0,?
117,2,8,76,0,0,?
78,4,3,19,0,0,?
121,7,7,48,0,0,?
162,17,12,128,0,0,?
216,19,19,175,0,0,?
106,4,7,33,0,0,?
107,7,6,40,0,0,?
43,1,2,0,0,0,?
54,2,4,0,0,0,?
52,2,4,0,0,0,?
67,2,4,0,0,0,?
36,1,2,0,0,0,?
124,8,9,26,0,0,?
102,4,6,14,0,0,?
108,9,6,36,0,0,?
141,18,12,39,0,0,?
160,18,5,97,0,2,?
92,7,14,23,0,0,?
201,17,17,59,0,2,?
94,9,8,19,0,0,?
40,4,3,6,0,0,?
73,8,6,14,0,0,?
91,7,14,24,0,0,?
40,7,1,5,2,0,?
79,16,6,28,0,0,?
17,2,1,1,0,0,?
90,25,4,24,0,0,?
72,7,9,3,0,0,?
28,1,1,18,0,0,?
34,1,1,3,0,0,?
45,8,1,6,2,0,?
26,4,1,14,0,0,?
18,1,1,3,0,0,?
27,4,1,14,0,0,?
27,4,1,14,0,0,?
26,4,1,14,0,0,?
104,20,7,31,0,0,?
32,7,1,11,1,0,?
29,2,2,18,0,0,?
65,9,7,9,0,0,?
75,8,14,3,0,0,?
63,4,7,5,0,0,?
63,6,9,7,0,0,?
25,4,1,1,0,0,?
24,1,2,6,0,0,?
47,4,5,4,0,0,?
33,4,4,4,0,0,?
33,5,3,0,0,0,?
47,8,3,28,0,0,?
42,3,5,2,0,0,?
25,3,1,6,0,0,?
24,1,1,4,0,0,?
39,3,4,3,0,0,?
30,3,2,3,0,0,?
66,6,6,13,0,1,?
30,3,2,3,0,0,?
38,8,1,7,0,0,?
24,2,1,1,0,0,?
48,6,3,7,0,0,?
21,2,1,2,0,0,?
69,8,1,20,0,0,?
23,3,1,3,0,0,?
35,6,1,7,0,0,?
26,2,1,7,0,0,?
46,4,4,14,0,0,?
31,2,2,5,0,0,?
51,2,1,3,0,0,?
90,15,7,15,0,4,?
50,7,4,12,0,0,?
53,9,5,16,0,0,?
48,5,5,11,0,0,?
25,2,2,2,0,0,?
64,6,7,6,0,0,?
79,10,7,11,0,0,?
42,7,1,13,0,0,?
30,5,1,8,0,0,?
35,4,2,9,0,0,?
78,6,12,8,0,0,?
82,6,8,4,0,0,?
38,8,1,7,0,0,?
37,5,1,7,0,0,?
21,3,1,4,0,0,?
23,4,1,4,0,0,?
35,4,3,7,0,0,?
53,7,4,16,0,0,?
45,5,5,10,0,0,?
130,10,19,1,0,0,?
16,2,1,4,0,0,?
20,4,2,6,0,0,?
59,5,9,5,0,0,?
25,4,1,9,0,0,?
19,3,1,3,0,0,?
49,6,6,12,0,0,?
110,8,16,4,0,0,?
49,6,4,6,0,0,?
27,4,2,5,0,0,?
36,6,3,12,0,0,?
27,4,2,8,0,0,?
52,10,3,6,0,0,?
54,7,4,8,0,0,?
37,4,4,8,0,0,?
20,3,1,3,0,0,?
37,6,3,12,0,0,?
59,5,9,5,0,0,?
31,3,3,4,0,0,?
64,6,9,7,0,0,?
13,1,1,3,0,0,?
463,36,70,0,0,0,?
11,0,0,0,0,0,?
74,0,0,0,0,0,?
30,0,0,0,0,0,?
7,0,0,0,0,0,?
13,0,0,0,0,0,?
21,3,1,4,0,0,?
39,4,4,4,0,0,?
28,6,2,9,1,0,?
29,6,2,9,1,1,?
50,4,5,8,0,0,?
36,2,2,14,0,0,?
72,9,8,8,0,0,?
140,11,18,29,0,0,?
53,9,4,14,0,0,?
71,13,6,24,0,0,?
56,5,8,10,0,0,?
82,10,8,68,0,0,?
48,4,5,4,0,0,?
159,9,15,149,0,0,?
24,4,1,5,0,0,?
47,7,3,6,0,0,?
122,18,9,27,0,0,?
28,4,1,7,0,0,?
22,3,1,5,0,0,?
23,3,1,5,0,0,?
27,4,1,7,0,0,?
29,4,1,7,0,0,?
68,5,8,8,0,0,?
49,3,3,9,0,0,?
96,6,8,20,0,1,?
62,17,1,4,0,0,?
47,4,6,4,0,0,?
72,19,3,25,4,1,?
19,2,1,3,0,0,?
82,10,10,12,0,0,?
49,8,4,10,0,0,?
17,1,1,5,0,0,?
53,7,4,16,0,0,?
33,5,3,8,0,0,?
40,5,3,6,0,0,?
43,5,4,6,0,0,?
35,3,4,3,0,0,?
22,3,1,2,0,0,?
40,5,3,6,0,0,?
34,4,2,3,0,1,?
40,5,3,6,0,0,?
39,5,3,6,0,0,?
31,2,2,10,0,0,?
40,5,3,6,0,0,?
19,2,1,2,0,0,?
42,5,3,6,0,0,?
44,5,3,6,0,0,?
32,2,2,10,0,0,?
24,3,1,2,0,0,?
35,3,4,3,0,0,?
58,6,5,10,0,0,?
62,6,6,11,0,0,?
20,3,1,3,0,0,?
49,9,4,6,0,0,?
38,8,1,13,0,0,?
83,15,2,65,0,0,?
117,25,10,48,0,0,?
39,4,3,9,0,0,?
21,0,2,4,0,0,?
54,8,5,12,0,0,?
86,17,8,32,0,0,?
39,7,2,14,0,0,?
43,4,5,7,0,0,?
43,7,4,12,0,0,?
39,6,2,7,0,0,?
24,0,2,10,0,0,?
78,15,3,32,0,0,?
35,4,1,5,0,0,?
54,8,5,12,0,0,?
59,10,5,18,0,0,?
26,4,1,6,1,0,?
54,4,6,5,0,0,?
56,4,6,2,0,0,?
56,4,6,2,0,0,?
53,4,6,5,0,0,?
53,4,6,5,0,0,?
53,4,6,5,0,0,?
51,4,6,5,0,0,?
51,4,6,5,0,0,?
51,4,6,5,0,0,?
51,4,6,5,0,0,?
20,1,1,2,0,0,?
29,4,2,4,0,0,?
53,9,4,15,0,0,?
38,8,2,12,0,0,?
29,1,4,2,0,0,?
33,4,2,4,0,0,?
76,8,13,4,0,0,?
42,4,5,2,0,0,?
33,6,1,6,0,0,?
44,5,3,8,0,0,?
28,4,1,10,0,0,?
19,2,1,1,0,0,?
30,5,1,6,0,0,?
29,5,1,6,0,0,?
17,3,1,3,0,0,?
30,2,3,3,0,0,?
28,4,1,2,0,0,?
21,4,1,5,0,0,?
35,5,1,6,0,0,?
62,8,7,2,0,0,?
22,2,1,5,0,0,?
36,3,4,6,0,0,?
23,5,1,2,0,0,?
46,6,2,17,0,0,?
15,1,1,3,0,0,?
21,3,1,2,0,0,?
32,3,3,9,0,0,?
20,2,1,2,0,0,?
38,4,3,2,0,0,?
80,7,9,32,0,0,?
76,8,8,13,0,0,?
40,4,5,4,0,0,?
75,8,9,17,0,0,?
35,3,1,23,0,0,?
40,4,5,4,0,0,?
39,7,2,8,0,0,?
32,3,1,21,0,0,?
76,8,8,13,0,0,?
48,9,2,12,0,0,?
50,5,5,11,0,0,?
41,4,5,5,0,0,?
34,3,2,4,0,0,?
44,5,5,11,0,0,?
67,7,7,13,0,0,?
66,7,7,16,0,0,?
40,4,5,4,0,0,?
40,4,5,4,0,0,?
99,13,8,20,0,0,?
78,7,9,32,0,0,?
76,8,8,13,0,0,?
224,45,21,61,0,0,?
40,4,5,4,0,0,?
40,4,5,4,0,0,?
40,4,5,4,0,0,?
226,45,21,61,0,0,?
49,6,5,12,0,0,?
63,6,7,23,0,0,?
65,7,7,16,0,0,?
76,8,8,13,0,0,?
65,13,5,25,0,0,?
28,0,1,31,0,0,?
77,17,6,25,0,0,?
58,7,7,8,0,0,?
53,9,4,15,0,0,?
28,2,1,3,0,0,?
37,7,1,5,2,0,?
25,4,1,3,0,0,?
40,7,2,10,0,0,?
15,1,1,6,0,0,?
53,4,7,5,0,0,?
25,4,1,3,0,0,?
53,9,4,16,0,0,?
71,21,3,25,0,0,?
28,0,2,22,0,0,?
63,16,3,18,3,0,?
63,8,6,15,0,0,?
37,3,2,13,0,0,?
118,12,21,2,0,0,?
42,6,5,2,0,0,?
30,7,1,7,2,0,?
183,19,28,15,0,0,?
19,3,1,6,0,0,?
46,4,6,4,0,0,?
45,7,3,18,0,0,?
59,10,5,20,0,0,?
3409,264,519,11,0,0,?
45,3,3,4,0,1,?
15,0,1,2,0,0,?
55,12,1,17,0,0,?
31,5,3,4,0,1,?
56,8,5,5,0,0,?
59,10,5,20,0,0,?
46,5,5,12,0,0,?
42,6,5,2,0,0,?
89,10,10,10,0,0,?
57,7,11,2,0,0,?
24,3,1,5,0,0,?
69,18,3,20,3,0,?
54,8,5,12,0,0,?
33,6,1,8,1,0,?
169,8,18,18,0,1,?
24,2,4,0,0,0,?
79,7,16,0,0,0,?
59,6,12,0,0,0,?
60,2,7,6,0,3,?
51,7,6,3,1,1,?
25,2,4,0,0,0,?
8,0,1,0,0,0,?
43,3,7,1,0,0,?
110,9,12,11,0,7,?
18,2,1,0,0,0,?
11,1,0,0,0,0,?
15,3,1,0,0,0,?
23,9,0,0,0,0,?
22,3,1,0,0,0,?
12,2,0,0,0,0,?
12,0,0,0,0,0,?
18,2,1,0,0,0,?
10,1,0,0,0,0,?
13,2,1,0,0,0,?
17,2,1,0,0,0,?
9,1,1,0,0,0,?
34,5,4,0,0,0,?
51,4,7,0,0,0,?
171,32,0,0,0,0,?
19,1,3,0,0,0,?
9,0,1,0,0,0,?
195,11,22,0,0,0,?
257,17,34,6,0,5,?
13,1,2,0,0,0,?
48,2,2,0,0,0,?
102,6,11,0,0,0,?
150,15,31,2,0,0,?
26,1,4,0,0,0,?
62,4,11,2,0,0,?
169,8,18,18,0,1,?
6,0,0,0,0,0,?
17,0,0,0,0,0,?
31,2,4,0,0,0,?
98,12,14,13,0,0,?
25,2,4,0,0,0,?
26,5,1,12,0,0,?
8,0,1,0,0,0,?
94,9,16,0,0,0,?
32,3,6,0,0,0,?
59,4,6,0,0,0,?
38,2,4,1,0,0,?
6669,6664,0,0,0,0,?
72,3,9,0,0,0,?
321,27,49,33,0,0,?
319,26,50,33,0,0,?
149,16,16,0,0,0,?
53,3,5,0,0,0,?
630,45,64,70,0,12,?
41,4,5,2,0,0,?
24,2,1,10,0,0,?
78,7,6,28,0,0,?
35,0,3,0,0,0,?
482,40,69,107,1,15,?
150,16,1,43,1,16,?
36,2,2,20,0,1,?
75,9,2,13,1,5,?
98,10,3,17,0,6,?
24,0,1,0,0,0,?
30,0,1,0,0,0,?
9,0,1,0,0,0,?
350,38,10,125,4,48,?
55,9,1,13,0,5,?
139,19,4,55,0,11,?
104,9,7,17,0,5,?
410,40,5,117,1,56,?
788,65,23,223,1,90,?
9,0,1,0,0,0,?
39,0,1,0,0,0,?
2117,177,32,1361,6,155,?
136,18,1,33,6,16,?
831,92,30,140,7,113,?
41,3,1,3,0,1,?
92,9,4,18,0,5,?
325,37,7,57,0,53,?
29,4,2,4,0,1,?
20,0,1,0,0,0,?
97,7,3,14,0,8,?
100,6,8,5,0,7,?
24,3,1,3,0,1,?
287,35,2,81,0,50,?
258,29,3,106,0,30,?
6,0,0,0,0,0,?
449,97,9,148,0,88,?
210,5,6,6,0,2,?
24,2,1,6,0,2,?
23,3,1,2,0,1,?
70,6,4,9,0,2,?
248,39,5,61,5,26,?
26,0,1,0,0,0,?
384,34,40,76,3,26,?
75,7,3,7,0,4,?
117,12,5,23,0,10,?
102,11,7,24,2,8,?
21,0,1,0,0,0,?
21,0,1,0,0,0,?
61,5,3,7,0,2,?
75,0,1,0,0,0,?
65,5,4,8,0,3,?
46,10,1,16,0,1,?
2485,291,74,448,29,254,?
36,2,1,2,0,1,?
16,2,1,3,0,1,?
35,7,1,0,0,0,?
9,0,1,0,0,0,?
123,18,3,30,4,9,?
20,2,1,3,0,1,?
32,2,1,1,0,0,?
48,7,1,7,1,2,?
28,5,3,10,0,1,?
31,5,3,10,0,1,?
139,12,3,31,0,13,?
113,11,3,22,0,10,?
77,9,3,17,0,7,?
69,3,12,2,0,0,?
60,2,4,6,0,3,?
264,12,14,32,0,36,?
313,24,15,47,2,16,?
203,13,4,4,0,3,?
293,26,9,14,2,7,?
153,0,12,0,0,0,?
103,6,4,6,0,1,?
41,5,3,5,0,2,?
223,19,10,11,1,9,?
391,54,13,66,3,12,?
139,58,0,0,0,0,?
335,55,8,62,22,16,?
111,12,7,28,1,9,?
177,9,5,12,0,0,?
425,71,2,3,7,26,?
772,118,19,51,22,54,?
513,74,16,114,5,63,?
2582,295,77,767,14,437,?
113,20,7,5,4,5,?
210,47,3,23,10,9,?
185,28,8,49,4,23,?
966,108,67,123,16,39,?
1027,152,12,299,8,148,?
580,131,2,23,9,68,?
197,20,11,55,1,18,?
118,21,8,19,0,10,?
198,8,7,14,0,4,?
53,5,6,8,0,4,?
86,14,2,22,1,5,?
1066,95,70,215,2,53,?
31,0,1,0,0,0,?
29,0,1,0,0,0,?
73,0,0,0,0,0,?
42,0,0,0,0,0,?
82,0,0,0,0,0,?
12,0,0,0,0,0,?
2837,267,49,526,47,413,?
201,19,4,49,1,34,?
145,11,2,54,1,36,?
169,15,9,62,0,28,?
198,40,4,61,4,27,?
57,6,2,9,0,4,?
119,16,3,33,0,15,?
6,0,0,0,0,0,?
12,0,1,0,0,0,?
66,0,2,0,0,0,?
164,10,3,54,0,21,?
9,0,1,0,0,0,?
163,31,5,33,5,12,?
10,0,1,0,0,0,?
13,0,2,1,0,0,?
64,8,2,19,1,5,?
101,10,5,10,0,6,?
127,12,2,35,0,18,?
1506,216,27,339,19,263,?
22,0,2,0,0,0,?
92,10,2,22,1,13,?
1860,141,28,1444,9,106,?
138,15,5,25,0,15,?
371,36,6,137,2,48,?
446,96,8,161,0,87,?
7,0,1,0,0,0,?
11,0,1,0,0,0,?
140,17,5,28,1,15,?
35,3,3,2,0,0,?
108,9,47,0,0,0,?
128,14,7,20,2,7,?
131,26,1,0,0,0,?
34,5,2,2,0,3,?
42,0,4,1,0,0,?
5147,395,105,822,103,661,?
1146,102,37,277,6,121,?
333,28,22,28,3,34,?
178,2,5,1,0,2,?
1745,176,64,535,10,217,?
70,5,9,12,1,2,?
19,7,1,0,0,0,?
570,59,58,148,2,41,?
335,18,29,63,0,15,?
217,9,19,6,0,1,?
135,9,17,7,0,0,?
400,17,23,48,0,15,?
57,3,1,11,0,2,?
33,2,1,3,0,1,?
30,4,1,3,0,0,?
120,28,1,43,2,11,?
7,0,1,0,0,0,?
40,1,2,5,0,2,?
52,2,5,7,0,2,?
115,6,8,12,0,2,?
31,2,5,0,0,0,?
370,30,25,79,1,21,?
34,2,3,5,0,0,?
100,5,5,17,0,3,?
91,5,6,7,0,2,?
22,0,0,0,0,0,?
18,0,0,0,0,0,?
20,0,0,0,0,0,?
52,0,7,0,0,0,?
57,5,4,15,0,0,?
336,22,23,56,0,10,?
53,0,7,0,0,0,?
73,6,11,8,2,0,?
84,3,8,14,0,2,?
204,7,20,28,0,7,?
13,0,2,0,0,0,?
132,20,4,22,2,8,?
3363,431,124,645,30,415,?
70,12,1,16,2,6,?
